ID	UNICODE	类别	名称	字形.	五笔86版	容错86-1	容错86-2	五笔98版	容错98-1	容错98-2
14773	39B4	中日韩 CJK 扩展 A		㦴	.	.	.			
14774	39B5	中日韩 CJK 扩展 A		㦵	.	.	.			
14775	39B6	中日韩 CJK 扩展 A		㦶	.	.	.			
14776	39B7	中日韩 CJK 扩展 A		㦷	.	.	.			
14777	39B8	中日韩 CJK 扩展 A		㦸	.	.	.			
14778	39B9	中日韩 CJK 扩展 A		㦹	.	.	.			
14779	39BA	中日韩 CJK 扩展 A		㦺	.	.	.			
14780	39BB	中日韩 CJK 扩展 A		㦻	.	.	.			
14781	39BC	中日韩 CJK 扩展 A		㦼	.	.	.			
14782	39BD	中日韩 CJK 扩展 A		㦽	.	.	.			
14783	39BE	中日韩 CJK 扩展 A		㦾	.	.	.			
14784	39BF	中日韩 CJK 扩展 A		㦿	.	.	.			
14785	39C0	中日韩 CJK 扩展 A		㧀	.	.	.			
14786	39C1	中日韩 CJK 扩展 A		㧁	.	.	.			
14787	39C2	中日韩 CJK 扩展 A		㧂	.	.	.			
14788	39C3	中日韩 CJK 扩展 A		㧃	.	.	.			
14789	39C4	中日韩 CJK 扩展 A		㧄	.	.	.			
14790	39C5	中日韩 CJK 扩展 A		㧅	.	.	.			
14791	39C6	中日韩 CJK 扩展 A		㧆	.	.	.			
14792	39C7	中日韩 CJK 扩展 A		㧇	.	.	.			
14793	39C8	中日韩 CJK 扩展 A		㧈	.	.	.			
14794	39C9	中日韩 CJK 扩展 A		㧉	.	.	.			
14795	39CA	中日韩 CJK 扩展 A		㧊	.	.	.			
14796	39CB	中日韩 CJK 扩展 A		㧋	.	.	.			
14797	39CC	中日韩 CJK 扩展 A		㧌	.	.	.			
14798	39CD	中日韩 CJK 扩展 A		㧍	.	.	.			
14799	39CE	中日韩 CJK 扩展 A		㧎	.	.	.			
14800	39CF	中日韩 CJK 扩展 A		㧏	.	.	.			
14801	39D0	中日韩 CJK 扩展 A		㧐	.	.	.			
14802	39D1	中日韩 CJK 扩展 A		㧑	.	.	.			
14803	39D2	中日韩 CJK 扩展 A		㧒	.	.	.			
14804	39D3	中日韩 CJK 扩展 A		㧓	.	.	.			
14805	39D4	中日韩 CJK 扩展 A		㧔	.	.	.			
14806	39D5	中日韩 CJK 扩展 A		㧕	.	.	.			
14807	39D6	中日韩 CJK 扩展 A		㧖	.	.	.			
14808	39D7	中日韩 CJK 扩展 A		㧗	.	.	.			
14809	39D8	中日韩 CJK 扩展 A		㧘	.	.	.			
14810	39D9	中日韩 CJK 扩展 A		㧙	.	.	.			
14811	39DA	中日韩 CJK 扩展 A		㧚	.	.	.			
14812	39DB	中日韩 CJK 扩展 A		㧛	.	.	.			
14813	39DC	中日韩 CJK 扩展 A		㧜	.	.	.			
14814	39DD	中日韩 CJK 扩展 A		㧝	.	.	.			
14815	39DE	中日韩 CJK 扩展 A		㧞	.	.	.			
14816	39DF	中日韩 CJK 扩展 A		㧟	.	.	.			
14817	39E0	中日韩 CJK 扩展 A		㧠	.	.	.			
14818	39E1	中日韩 CJK 扩展 A		㧡	.	.	.			
14819	39E2	中日韩 CJK 扩展 A		㧢	.	.	.			
14820	39E3	中日韩 CJK 扩展 A		㧣	.	.	.			
14821	39E4	中日韩 CJK 扩展 A		㧤	.	.	.			
14822	39E5	中日韩 CJK 扩展 A		㧥	.	.	.			
14823	39E6	中日韩 CJK 扩展 A		㧦	.	.	.			
14824	39E7	中日韩 CJK 扩展 A		㧧	.	.	.			
14825	39E8	中日韩 CJK 扩展 A		㧨	.	.	.			
14826	39E9	中日韩 CJK 扩展 A		㧩	.	.	.			
14827	39EA	中日韩 CJK 扩展 A		㧪	.	.	.			
14828	39EB	中日韩 CJK 扩展 A		㧫	.	.	.			
14829	39EC	中日韩 CJK 扩展 A		㧬	.	.	.			
14830	39ED	中日韩 CJK 扩展 A		㧭	.	.	.			
14831	39EE	中日韩 CJK 扩展 A		㧮	.	.	.			
14832	39EF	中日韩 CJK 扩展 A		㧯	.	.	.			
14833	39F0	中日韩 CJK 扩展 A		㧰	.	.	.			
14834	39F1	中日韩 CJK 扩展 A		㧱	.	.	.			
14835	39F2	中日韩 CJK 扩展 A		㧲	.	.	.			
14836	39F3	中日韩 CJK 扩展 A		㧳	.	.	.			
14837	39F4	中日韩 CJK 扩展 A		㧴	.	.	.			
14838	39F5	中日韩 CJK 扩展 A		㧵	.	.	.			
14839	39F6	中日韩 CJK 扩展 A		㧶	.	.	.			
14840	39F7	中日韩 CJK 扩展 A		㧷	.	.	.			
14841	39F8	中日韩 CJK 扩展 A		㧸	.	.	.			
14842	39F9	中日韩 CJK 扩展 A		㧹	.	.	.			
14843	39FA	中日韩 CJK 扩展 A		㧺	.	.	.			
14844	39FB	中日韩 CJK 扩展 A		㧻	.	.	.			
14845	39FC	中日韩 CJK 扩展 A		㧼	.	.	.			
14846	39FD	中日韩 CJK 扩展 A		㧽	.	.	.			
14847	39FE	中日韩 CJK 扩展 A		㧾	.	.	.			
14848	39FF	中日韩 CJK 扩展 A		㧿	.	.	.			
14849	3A00	中日韩 CJK 扩展 A		㨀	.	.	.			
14850	3A01	中日韩 CJK 扩展 A		㨁	.	.	.			
14851	3A02	中日韩 CJK 扩展 A		㨂	.	.	.			
14852	3A03	中日韩 CJK 扩展 A		㨃	.	.	.			
14853	3A04	中日韩 CJK 扩展 A		㨄	.	.	.			
14854	3A05	中日韩 CJK 扩展 A		㨅	.	.	.			
14855	3A06	中日韩 CJK 扩展 A		㨆	.	.	.			
14856	3A07	中日韩 CJK 扩展 A		㨇	.	.	.			
14857	3A08	中日韩 CJK 扩展 A		㨈	.	.	.			
14858	3A09	中日韩 CJK 扩展 A		㨉	.	.	.			
14859	3A0A	中日韩 CJK 扩展 A		㨊	.	.	.			
14860	3A0B	中日韩 CJK 扩展 A		㨋	.	.	.			
14861	3A0C	中日韩 CJK 扩展 A		㨌	.	.	.			
14862	3A0D	中日韩 CJK 扩展 A		㨍	.	.	.			
14863	3A0E	中日韩 CJK 扩展 A		㨎	.	.	.			
14864	3A0F	中日韩 CJK 扩展 A		㨏	.	.	.			
14865	3A10	中日韩 CJK 扩展 A		㨐	.	.	.			
14866	3A11	中日韩 CJK 扩展 A		㨑	.	.	.			
14867	3A12	中日韩 CJK 扩展 A		㨒	.	.	.			
14868	3A13	中日韩 CJK 扩展 A		㨓	.	.	.			
14869	3A14	中日韩 CJK 扩展 A		㨔	.	.	.			
14870	3A15	中日韩 CJK 扩展 A		㨕	.	.	.			
14871	3A16	中日韩 CJK 扩展 A		㨖	.	.	.			
14872	3A17	中日韩 CJK 扩展 A		㨗	.	.	.			
14873	3A18	中日韩 CJK 扩展 A		㨘	.	.	.			
14874	3A19	中日韩 CJK 扩展 A		㨙	.	.	.			
14875	3A1A	中日韩 CJK 扩展 A		㨚	.	.	.			
14876	3A1B	中日韩 CJK 扩展 A		㨛	.	.	.			
14877	3A1C	中日韩 CJK 扩展 A		㨜	.	.	.			
14878	3A1D	中日韩 CJK 扩展 A		㨝	.	.	.			
14879	3A1E	中日韩 CJK 扩展 A		㨞	.	.	.			
14880	3A1F	中日韩 CJK 扩展 A		㨟	.	.	.			
14881	3A20	中日韩 CJK 扩展 A		㨠	.	.	.			
14882	3A21	中日韩 CJK 扩展 A		㨡	.	.	.			
14883	3A22	中日韩 CJK 扩展 A		㨢	.	.	.			
14884	3A23	中日韩 CJK 扩展 A		㨣	.	.	.			
14885	3A24	中日韩 CJK 扩展 A		㨤	.	.	.			
14886	3A25	中日韩 CJK 扩展 A		㨥	.	.	.			
14887	3A26	中日韩 CJK 扩展 A		㨦	.	.	.			
14888	3A27	中日韩 CJK 扩展 A		㨧	.	.	.			
14889	3A28	中日韩 CJK 扩展 A		㨨	.	.	.			
14890	3A29	中日韩 CJK 扩展 A		㨩	.	.	.			
14891	3A2A	中日韩 CJK 扩展 A		㨪	.	.	.			
14892	3A2B	中日韩 CJK 扩展 A		㨫	.	.	.			
14893	3A2C	中日韩 CJK 扩展 A		㨬	.	.	.			
14894	3A2D	中日韩 CJK 扩展 A		㨭	.	.	.			
14895	3A2E	中日韩 CJK 扩展 A		㨮	.	.	.			
14896	3A2F	中日韩 CJK 扩展 A		㨯	.	.	.			
14897	3A30	中日韩 CJK 扩展 A		㨰	.	.	.			
14898	3A31	中日韩 CJK 扩展 A		㨱	.	.	.			
14899	3A32	中日韩 CJK 扩展 A		㨲	.	.	.			
14900	3A33	中日韩 CJK 扩展 A		㨳	.	.	.			
14901	3A34	中日韩 CJK 扩展 A		㨴	.	.	.			
14902	3A35	中日韩 CJK 扩展 A		㨵	.	.	.			
14903	3A36	中日韩 CJK 扩展 A		㨶	.	.	.			
14904	3A37	中日韩 CJK 扩展 A		㨷	.	.	.			
14905	3A38	中日韩 CJK 扩展 A		㨸	.	.	.			
14906	3A39	中日韩 CJK 扩展 A		㨹	.	.	.			
14907	3A3A	中日韩 CJK 扩展 A		㨺	.	.	.			
14908	3A3B	中日韩 CJK 扩展 A		㨻	.	.	.			
14909	3A3C	中日韩 CJK 扩展 A		㨼	.	.	.			
14910	3A3D	中日韩 CJK 扩展 A		㨽	.	.	.			
14911	3A3E	中日韩 CJK 扩展 A		㨾	.	.	.			
14912	3A3F	中日韩 CJK 扩展 A		㨿	.	.	.			
14913	3A40	中日韩 CJK 扩展 A		㩀	.	.	.			
14914	3A41	中日韩 CJK 扩展 A		㩁	.	.	.			
14915	3A42	中日韩 CJK 扩展 A		㩂	.	.	.			
14916	3A43	中日韩 CJK 扩展 A		㩃	.	.	.			
14917	3A44	中日韩 CJK 扩展 A		㩄	.	.	.			
14918	3A45	中日韩 CJK 扩展 A		㩅	.	.	.			
14919	3A46	中日韩 CJK 扩展 A		㩆	.	.	.			
14920	3A47	中日韩 CJK 扩展 A		㩇	.	.	.			
14921	3A48	中日韩 CJK 扩展 A		㩈	.	.	.			
14922	3A49	中日韩 CJK 扩展 A		㩉	.	.	.			
14923	3A4A	中日韩 CJK 扩展 A		㩊	.	.	.			
14924	3A4B	中日韩 CJK 扩展 A		㩋	.	.	.			
14925	3A4C	中日韩 CJK 扩展 A		㩌	.	.	.			
14926	3A4D	中日韩 CJK 扩展 A		㩍	.	.	.			
14927	3A4E	中日韩 CJK 扩展 A		㩎	.	.	.			
14928	3A4F	中日韩 CJK 扩展 A		㩏	.	.	.			
14929	3A50	中日韩 CJK 扩展 A		㩐	.	.	.			
14930	3A51	中日韩 CJK 扩展 A		㩑	.	.	.			
14931	3A52	中日韩 CJK 扩展 A		㩒	.	.	.			
14932	3A53	中日韩 CJK 扩展 A		㩓	.	.	.			
14933	3A54	中日韩 CJK 扩展 A		㩔	.	.	.			
14934	3A55	中日韩 CJK 扩展 A		㩕	.	.	.			
14935	3A56	中日韩 CJK 扩展 A		㩖	.	.	.			
14936	3A57	中日韩 CJK 扩展 A		㩗	.	.	.			
14937	3A58	中日韩 CJK 扩展 A		㩘	.	.	.			
14938	3A59	中日韩 CJK 扩展 A		㩙	.	.	.			
14939	3A5A	中日韩 CJK 扩展 A		㩚	.	.	.			
14940	3A5B	中日韩 CJK 扩展 A		㩛	.	.	.			
14941	3A5C	中日韩 CJK 扩展 A		㩜	.	.	.			
14942	3A5D	中日韩 CJK 扩展 A		㩝	.	.	.			
14943	3A5E	中日韩 CJK 扩展 A		㩞	.	.	.			
14944	3A5F	中日韩 CJK 扩展 A		㩟	.	.	.			
14945	3A60	中日韩 CJK 扩展 A		㩠	.	.	.			
14946	3A61	中日韩 CJK 扩展 A		㩡	.	.	.			
14947	3A62	中日韩 CJK 扩展 A		㩢	.	.	.			
14948	3A63	中日韩 CJK 扩展 A		㩣	.	.	.			
14949	3A64	中日韩 CJK 扩展 A		㩤	.	.	.			
14950	3A65	中日韩 CJK 扩展 A		㩥	.	.	.			
14951	3A66	中日韩 CJK 扩展 A		㩦	.	.	.			
14952	3A67	中日韩 CJK 扩展 A		㩧	.	.	.			
14953	3A68	中日韩 CJK 扩展 A		㩨	.	.	.			
14954	3A69	中日韩 CJK 扩展 A		㩩	.	.	.			
14955	3A6A	中日韩 CJK 扩展 A		㩪	.	.	.			
14956	3A6B	中日韩 CJK 扩展 A		㩫	.	.	.			
14957	3A6C	中日韩 CJK 扩展 A		㩬	.	.	.			
14958	3A6D	中日韩 CJK 扩展 A		㩭	.	.	.			
14959	3A6E	中日韩 CJK 扩展 A		㩮	.	.	.			
14960	3A6F	中日韩 CJK 扩展 A		㩯	.	.	.			
14961	3A70	中日韩 CJK 扩展 A		㩰	.	.	.			
14962	3A71	中日韩 CJK 扩展 A		㩱	.	.	.			
14963	3A72	中日韩 CJK 扩展 A		㩲	.	.	.			
14964	3A73	中日韩 CJK 扩展 A		㩳	.	.	.			
14965	3A74	中日韩 CJK 扩展 A		㩴	.	.	.			
14966	3A75	中日韩 CJK 扩展 A		㩵	.	.	.			
14967	3A76	中日韩 CJK 扩展 A		㩶	.	.	.			
14968	3A77	中日韩 CJK 扩展 A		㩷	.	.	.			
14969	3A78	中日韩 CJK 扩展 A		㩸	.	.	.			
14970	3A79	中日韩 CJK 扩展 A		㩹	.	.	.			
14971	3A7A	中日韩 CJK 扩展 A		㩺	.	.	.			
14972	3A7B	中日韩 CJK 扩展 A		㩻	.	.	.			
14973	3A7C	中日韩 CJK 扩展 A		㩼	.	.	.			
14974	3A7D	中日韩 CJK 扩展 A		㩽	.	.	.			
14975	3A7E	中日韩 CJK 扩展 A		㩾	.	.	.			
14976	3A7F	中日韩 CJK 扩展 A		㩿	.	.	.			
14977	3A80	中日韩 CJK 扩展 A		㪀	.	.	.			
14978	3A81	中日韩 CJK 扩展 A		㪁	.	.	.			
14979	3A82	中日韩 CJK 扩展 A		㪂	.	.	.			
14980	3A83	中日韩 CJK 扩展 A		㪃	.	.	.			
14981	3A84	中日韩 CJK 扩展 A		㪄	.	.	.			
14982	3A85	中日韩 CJK 扩展 A		㪅	.	.	.			
14983	3A86	中日韩 CJK 扩展 A		㪆	.	.	.			
14984	3A87	中日韩 CJK 扩展 A		㪇	.	.	.			
14985	3A88	中日韩 CJK 扩展 A		㪈	.	.	.			
14986	3A89	中日韩 CJK 扩展 A		㪉	.	.	.			
14987	3A8A	中日韩 CJK 扩展 A		㪊	.	.	.			
14988	3A8B	中日韩 CJK 扩展 A		㪋	.	.	.			
14989	3A8C	中日韩 CJK 扩展 A		㪌	.	.	.			
14990	3A8D	中日韩 CJK 扩展 A		㪍	.	.	.			
14991	3A8E	中日韩 CJK 扩展 A		㪎	.	.	.			
14992	3A8F	中日韩 CJK 扩展 A		㪏	.	.	.			
14993	3A90	中日韩 CJK 扩展 A		㪐	.	.	.			
14994	3A91	中日韩 CJK 扩展 A		㪑	.	.	.			
14995	3A92	中日韩 CJK 扩展 A		㪒	.	.	.			
14996	3A93	中日韩 CJK 扩展 A		㪓	.	.	.			
14997	3A94	中日韩 CJK 扩展 A		㪔	.	.	.			
14998	3A95	中日韩 CJK 扩展 A		㪕	.	.	.			
14999	3A96	中日韩 CJK 扩展 A		㪖	.	.	.			
15000	3A97	中日韩 CJK 扩展 A		㪗	.	.	.			
15001	3A98	中日韩 CJK 扩展 A		㪘	.	.	.			
15002	3A99	中日韩 CJK 扩展 A		㪙	.	.	.			
15003	3A9A	中日韩 CJK 扩展 A		㪚	.	.	.			
15004	3A9B	中日韩 CJK 扩展 A		㪛	.	.	.			
15005	3A9C	中日韩 CJK 扩展 A		㪜	.	.	.			
15006	3A9D	中日韩 CJK 扩展 A		㪝	.	.	.			
15007	3A9E	中日韩 CJK 扩展 A		㪞	.	.	.			
15008	3A9F	中日韩 CJK 扩展 A		㪟	.	.	.			
15009	3AA0	中日韩 CJK 扩展 A		㪠	.	.	.			
15010	3AA1	中日韩 CJK 扩展 A		㪡	.	.	.			
15011	3AA2	中日韩 CJK 扩展 A		㪢	.	.	.			
15012	3AA3	中日韩 CJK 扩展 A		㪣	.	.	.			
15013	3AA4	中日韩 CJK 扩展 A		㪤	.	.	.			
15014	3AA5	中日韩 CJK 扩展 A		㪥	.	.	.			
15015	3AA6	中日韩 CJK 扩展 A		㪦	.	.	.			
15016	3AA7	中日韩 CJK 扩展 A		㪧	.	.	.			
15017	3AA8	中日韩 CJK 扩展 A		㪨	.	.	.			
15018	3AA9	中日韩 CJK 扩展 A		㪩	.	.	.			
15019	3AAA	中日韩 CJK 扩展 A		㪪	.	.	.			
15020	3AAB	中日韩 CJK 扩展 A		㪫	.	.	.			
15021	3AAC	中日韩 CJK 扩展 A		㪬	.	.	.			
15022	3AAD	中日韩 CJK 扩展 A		㪭	.	.	.			
15023	3AAE	中日韩 CJK 扩展 A		㪮	.	.	.			
15024	3AAF	中日韩 CJK 扩展 A		㪯	.	.	.			
15025	3AB0	中日韩 CJK 扩展 A		㪰	.	.	.			
15026	3AB1	中日韩 CJK 扩展 A		㪱	.	.	.			
15027	3AB2	中日韩 CJK 扩展 A		㪲	.	.	.			
15028	3AB3	中日韩 CJK 扩展 A		㪳	.	.	.			
15029	3AB4	中日韩 CJK 扩展 A		㪴	.	.	.			
15030	3AB5	中日韩 CJK 扩展 A		㪵	.	.	.			
15031	3AB6	中日韩 CJK 扩展 A		㪶	.	.	.			
15032	3AB7	中日韩 CJK 扩展 A		㪷	.	.	.			
15033	3AB8	中日韩 CJK 扩展 A		㪸	.	.	.			
15034	3AB9	中日韩 CJK 扩展 A		㪹	.	.	.			
15035	3ABA	中日韩 CJK 扩展 A		㪺	.	.	.			
15036	3ABB	中日韩 CJK 扩展 A		㪻	.	.	.			
15037	3ABC	中日韩 CJK 扩展 A		㪼	.	.	.			
15038	3ABD	中日韩 CJK 扩展 A		㪽	.	.	.			
15039	3ABE	中日韩 CJK 扩展 A		㪾	.	.	.			
15040	3ABF	中日韩 CJK 扩展 A		㪿	.	.	.			
15041	3AC0	中日韩 CJK 扩展 A		㫀	.	.	.			
15042	3AC1	中日韩 CJK 扩展 A		㫁	.	.	.			
15043	3AC2	中日韩 CJK 扩展 A		㫂	.	.	.			
15044	3AC3	中日韩 CJK 扩展 A		㫃	.	.	.			
15045	3AC4	中日韩 CJK 扩展 A		㫄	.	.	.			
15046	3AC5	中日韩 CJK 扩展 A		㫅	.	.	.			
15047	3AC6	中日韩 CJK 扩展 A		㫆	.	.	.			
15048	3AC7	中日韩 CJK 扩展 A		㫇	.	.	.			
15049	3AC8	中日韩 CJK 扩展 A		㫈	.	.	.			
15050	3AC9	中日韩 CJK 扩展 A		㫉	.	.	.			
15051	3ACA	中日韩 CJK 扩展 A		㫊	.	.	.			
15052	3ACB	中日韩 CJK 扩展 A		㫋	.	.	.			
15053	3ACC	中日韩 CJK 扩展 A		㫌	.	.	.			
15054	3ACD	中日韩 CJK 扩展 A		㫍	.	.	.			
15055	3ACE	中日韩 CJK 扩展 A		㫎	.	.	.			
15056	3ACF	中日韩 CJK 扩展 A		㫏	.	.	.			
15057	3AD0	中日韩 CJK 扩展 A		㫐	.	.	.			
15058	3AD1	中日韩 CJK 扩展 A		㫑	.	.	.			
15059	3AD2	中日韩 CJK 扩展 A		㫒	.	.	.			
15060	3AD3	中日韩 CJK 扩展 A		㫓	.	.	.			
15061	3AD4	中日韩 CJK 扩展 A		㫔	.	.	.			
15062	3AD5	中日韩 CJK 扩展 A		㫕	.	.	.			
15063	3AD6	中日韩 CJK 扩展 A		㫖	.	.	.			
15064	3AD7	中日韩 CJK 扩展 A		㫗	.	.	.			
15065	3AD8	中日韩 CJK 扩展 A		㫘	.	.	.			
15066	3AD9	中日韩 CJK 扩展 A		㫙	.	.	.			
15067	3ADA	中日韩 CJK 扩展 A		㫚	.	.	.			
15068	3ADB	中日韩 CJK 扩展 A		㫛	.	.	.			
15069	3ADC	中日韩 CJK 扩展 A		㫜	.	.	.			
15070	3ADD	中日韩 CJK 扩展 A		㫝	.	.	.			
15071	3ADE	中日韩 CJK 扩展 A		㫞	.	.	.			
15072	3ADF	中日韩 CJK 扩展 A		㫟	.	.	.			
15073	3AE0	中日韩 CJK 扩展 A		㫠	.	.	.			
15074	3AE1	中日韩 CJK 扩展 A		㫡	.	.	.			
15075	3AE2	中日韩 CJK 扩展 A		㫢	.	.	.			
15076	3AE3	中日韩 CJK 扩展 A		㫣	.	.	.			
15077	3AE4	中日韩 CJK 扩展 A		㫤	.	.	.			
15078	3AE5	中日韩 CJK 扩展 A		㫥	.	.	.			
15079	3AE6	中日韩 CJK 扩展 A		㫦	.	.	.			
15080	3AE7	中日韩 CJK 扩展 A		㫧	.	.	.			
15081	3AE8	中日韩 CJK 扩展 A		㫨	.	.	.			
15082	3AE9	中日韩 CJK 扩展 A		㫩	.	.	.			
15083	3AEA	中日韩 CJK 扩展 A		㫪	.	.	.			
15084	3AEB	中日韩 CJK 扩展 A		㫫	.	.	.			
15085	3AEC	中日韩 CJK 扩展 A		㫬	.	.	.			
15086	3AED	中日韩 CJK 扩展 A		㫭	.	.	.			
15087	3AEE	中日韩 CJK 扩展 A		㫮	.	.	.			
15088	3AEF	中日韩 CJK 扩展 A		㫯	.	.	.			
15089	3AF0	中日韩 CJK 扩展 A		㫰	.	.	.			
15090	3AF1	中日韩 CJK 扩展 A		㫱	.	.	.			
15091	3AF2	中日韩 CJK 扩展 A		㫲	.	.	.			
15092	3AF3	中日韩 CJK 扩展 A		㫳	.	.	.			
15093	3AF4	中日韩 CJK 扩展 A		㫴	.	.	.			
15094	3AF5	中日韩 CJK 扩展 A		㫵	.	.	.			
15095	3AF6	中日韩 CJK 扩展 A		㫶	.	.	.			
15096	3AF7	中日韩 CJK 扩展 A		㫷	.	.	.			
15097	3AF8	中日韩 CJK 扩展 A		㫸	.	.	.			
15098	3AF9	中日韩 CJK 扩展 A		㫹	.	.	.			
15099	3AFA	中日韩 CJK 扩展 A		㫺	.	.	.			
15100	3AFB	中日韩 CJK 扩展 A		㫻	.	.	.			
15101	3AFC	中日韩 CJK 扩展 A		㫼	.	.	.			
15102	3AFD	中日韩 CJK 扩展 A		㫽	.	.	.			
15103	3AFE	中日韩 CJK 扩展 A		㫾	.	.	.			
15104	3AFF	中日韩 CJK 扩展 A		㫿	.	.	.			
15105	3B00	中日韩 CJK 扩展 A		㬀	.	.	.			
15106	3B01	中日韩 CJK 扩展 A		㬁	.	.	.			
15107	3B02	中日韩 CJK 扩展 A		㬂	.	.	.			
15108	3B03	中日韩 CJK 扩展 A		㬃	.	.	.			
15109	3B04	中日韩 CJK 扩展 A		㬄	.	.	.			
15110	3B05	中日韩 CJK 扩展 A		㬅	.	.	.			
15111	3B06	中日韩 CJK 扩展 A		㬆	.	.	.			
15112	3B07	中日韩 CJK 扩展 A		㬇	.	.	.			
15113	3B08	中日韩 CJK 扩展 A		㬈	.	.	.			
15114	3B09	中日韩 CJK 扩展 A		㬉	.	.	.			
15115	3B0A	中日韩 CJK 扩展 A		㬊	.	.	.			
15116	3B0B	中日韩 CJK 扩展 A		㬋	.	.	.			
15117	3B0C	中日韩 CJK 扩展 A		㬌	.	.	.			
15118	3B0D	中日韩 CJK 扩展 A		㬍	.	.	.			
15119	3B0E	中日韩 CJK 扩展 A		㬎	.	.	.			
15120	3B0F	中日韩 CJK 扩展 A		㬏	.	.	.			
15121	3B10	中日韩 CJK 扩展 A		㬐	.	.	.			
15122	3B11	中日韩 CJK 扩展 A		㬑	.	.	.			
15123	3B12	中日韩 CJK 扩展 A		㬒	.	.	.			
15124	3B13	中日韩 CJK 扩展 A		㬓	.	.	.			
15125	3B14	中日韩 CJK 扩展 A		㬔	.	.	.			
15126	3B15	中日韩 CJK 扩展 A		㬕	.	.	.			
15127	3B16	中日韩 CJK 扩展 A		㬖	.	.	.			
15128	3B17	中日韩 CJK 扩展 A		㬗	.	.	.			
15129	3B18	中日韩 CJK 扩展 A		㬘	.	.	.			
15130	3B19	中日韩 CJK 扩展 A		㬙	.	.	.			
15131	3B1A	中日韩 CJK 扩展 A		㬚	.	.	.			
15132	3B1B	中日韩 CJK 扩展 A		㬛	.	.	.			
15133	3B1C	中日韩 CJK 扩展 A		㬜	.	.	.			
15134	3B1D	中日韩 CJK 扩展 A		㬝	.	.	.			
15135	3B1E	中日韩 CJK 扩展 A		㬞	.	.	.			
15136	3B1F	中日韩 CJK 扩展 A		㬟	.	.	.			
15137	3B20	中日韩 CJK 扩展 A		㬠	.	.	.			
15138	3B21	中日韩 CJK 扩展 A		㬡	.	.	.			
15139	3B22	中日韩 CJK 扩展 A		㬢	.	.	.			
15140	3B23	中日韩 CJK 扩展 A		㬣	.	.	.			
15141	3B24	中日韩 CJK 扩展 A		㬤	.	.	.			
15142	3B25	中日韩 CJK 扩展 A		㬥	.	.	.			
15143	3B26	中日韩 CJK 扩展 A		㬦	.	.	.			
15144	3B27	中日韩 CJK 扩展 A		㬧	.	.	.			
15145	3B28	中日韩 CJK 扩展 A		㬨	.	.	.			
15146	3B29	中日韩 CJK 扩展 A		㬩	.	.	.			
15147	3B2A	中日韩 CJK 扩展 A		㬪	.	.	.			
15148	3B2B	中日韩 CJK 扩展 A		㬫	.	.	.			
15149	3B2C	中日韩 CJK 扩展 A		㬬	.	.	.			
15150	3B2D	中日韩 CJK 扩展 A		㬭	.	.	.			
15151	3B2E	中日韩 CJK 扩展 A		㬮	.	.	.			
15152	3B2F	中日韩 CJK 扩展 A		㬯	.	.	.			
15153	3B30	中日韩 CJK 扩展 A		㬰	.	.	.			
15154	3B31	中日韩 CJK 扩展 A		㬱	.	.	.			
15155	3B32	中日韩 CJK 扩展 A		㬲	.	.	.			
15156	3B33	中日韩 CJK 扩展 A		㬳	.	.	.			
15157	3B34	中日韩 CJK 扩展 A		㬴	.	.	.			
15158	3B35	中日韩 CJK 扩展 A		㬵	.	.	.			
15159	3B36	中日韩 CJK 扩展 A		㬶	.	.	.			
15160	3B37	中日韩 CJK 扩展 A		㬷	.	.	.			
15161	3B38	中日韩 CJK 扩展 A		㬸	.	.	.			
15162	3B39	中日韩 CJK 扩展 A		㬹	.	.	.			
15163	3B3A	中日韩 CJK 扩展 A		㬺	.	.	.			
15164	3B3B	中日韩 CJK 扩展 A		㬻	.	.	.			
15165	3B3C	中日韩 CJK 扩展 A		㬼	.	.	.			
15166	3B3D	中日韩 CJK 扩展 A		㬽	.	.	.			
15167	3B3E	中日韩 CJK 扩展 A		㬾	.	.	.			
15168	3B3F	中日韩 CJK 扩展 A		㬿	.	.	.			
15169	3B40	中日韩 CJK 扩展 A		㭀	.	.	.			
15170	3B41	中日韩 CJK 扩展 A		㭁	.	.	.			
15171	3B42	中日韩 CJK 扩展 A		㭂	.	.	.			
15172	3B43	中日韩 CJK 扩展 A		㭃	.	.	.			
15173	3B44	中日韩 CJK 扩展 A		㭄	.	.	.			
15174	3B45	中日韩 CJK 扩展 A		㭅	.	.	.			
15175	3B46	中日韩 CJK 扩展 A		㭆	.	.	.			
15176	3B47	中日韩 CJK 扩展 A		㭇	.	.	.			
15177	3B48	中日韩 CJK 扩展 A		㭈	.	.	.			
15178	3B49	中日韩 CJK 扩展 A		㭉	.	.	.			
15179	3B4A	中日韩 CJK 扩展 A		㭊	.	.	.			
15180	3B4B	中日韩 CJK 扩展 A		㭋	.	.	.			
15181	3B4C	中日韩 CJK 扩展 A		㭌	.	.	.			
15182	3B4D	中日韩 CJK 扩展 A		㭍	.	.	.			
15183	3B4E	中日韩 CJK 扩展 A		㭎	.	.	.			
15184	3B4F	中日韩 CJK 扩展 A		㭏	.	.	.			
15185	3B50	中日韩 CJK 扩展 A		㭐	.	.	.			
15186	3B51	中日韩 CJK 扩展 A		㭑	.	.	.			
15187	3B52	中日韩 CJK 扩展 A		㭒	.	.	.			
15188	3B53	中日韩 CJK 扩展 A		㭓	.	.	.			
